_id,que,choiceA,choiceB,choiceC,choiceD,choiceE,kind,type,source,answer,detail
70212,下列关于原发性高血压的记述中，哪一项是错误的,常引起左心室向心性肥大,脑出血是本病的主要致死原因,重要器官肌型动脉中膜及内膜增厚,颗粒性固缩肾,常引起下肢坏疽,病理学,单选,十门联考,E,A主要为左心室肥大 B脑出血是高血压最严重致命的并发症。C血管内皮细胞长期受高血压刺激，通透性增强，血浆蛋白渗入。血管壁由血浆蛋白，细胞外基质和坏死SMC产生的修复性胶原纤维及蛋白多糖代替，导致动脉壁增厚。D肾入球动脉玻璃样变和肌型小动脉硬化，导致病变区肾小球缺血纤维化，硬化，玻璃样变。肉眼观双侧肾脏对称性缩小，质地变硬，肾表面凹凸不平，呈颗粒状。
70213,传统疝修补术中，将精索移至腹壁皮下层和腹外斜肌腱膜之间的手术是,Ferguson,Bassini,Halsted,Mcvay,Shouldice,病理学,单选,十门联考,C,Ferguson法是加强腹股沟管前壁最常用的方法。它是在精索前方将腹内斜肌下缘和联合腱缝至腹股沟韧带上，借以消灭腹内斜肌弓状下缘与腹股沟韧带之间的空隙。修补或加强腹股沟管后壁常用的方法有四种：①Bassini法，将精索提起，在其后方把腹内斜肌下缘和联合腱缝至腹股沟韧带上，置精索于腹内斜肌与腹外斜肌腱膜之间。②Halsted法，与上法很相似，但将腹外斜肌腱膜也在精索后方缝合，从而把精索移至腹壁皮下层与腹外斜肌腱膜之间。③McVay法，是在精索后方把腹内斜肌下缘和联合腱缝至耻骨梳韧带上。④Shouldice法。把疝修补手术的重点放在腹横筋膜这一层次上。将腹横筋膜自耻骨结节处向上切开，直至内环，然后将切开的两叶予以重叠缝合，先将外下叶缝于内上叶的深面，再将内上叶的边缘缝于髂耻束上，以再造合适的内环，发挥其括约肌作用。
70214,具有致痛作用的炎症介质是,组胺、缓激肽、白三烯,C3a、C5a、P物质,溶酶体酶、一氧化氮,PGE2、缓激肽,氧自由基、阳离子蛋白,病理学,单选,十门联考,D,导致疼痛的炎症介质：前列腺素，缓激肽，P物质
70215,胃癌最好发的部位是,幽门管,胃窦大弯侧,胃体大弯侧,胃窦小弯侧,喷门小弯侧,病理学,单选,十门联考,D,胃癌好发于胃窦部小弯侧
70216,下列哪一项符合脓毒血症概念,细菌大量入血，却不引起中毒症状,细菌的毒素入血，出现中毒症状,细菌入血繁殖，产生毒素，出现中毒症状,细菌随血流运行，在内脏引起多个脓肿，出现中毒症状,以上都不是,病理学,单选,十门联考,D,脓毒血症（pyemia）：化脓性细菌侵入血流后，在其中大量繁殖，并通过血流扩散至宿主体的其他组织或器官，产生新的化脓性病灶。
70217,关于恶性肿瘤的说法正确的是,组织结构具有高度异型性而细胞无异型,组织结构和细胞都具有高度异型性,细胞具有高度异型性而组织结构无异型,没浸润性，也不转移,以上说法都不对,病理学,单选,十门联考,B,恶性肿瘤异型性大，细胞异型性和结构异型性都明显。
70218,减压病患者中形成气泡的气体是,氧,二氧化碳,氮,氦气,氖,病理学,单选,十门联考,C,减压病又称沉箱病和潜水员病，是气体栓塞的一种。减压是指人体从高气压环境迅速进入常压或低气压的环境，使原来溶于血液、组织液和脂肪组织的气体包括氧气、二氧化碳和氮气迅速游离形成气泡，但氧和二氧化碳可再溶于体液内被吸收，氮气在体液内溶解迟缓，致在血液和组织内形成很多微气泡或融合成大气泡，继而引起栓塞。
70219,下列甲状腺癌，常出现沙砾体的是,滤泡性癌,乳头状腺癌,髓样癌,未分化癌,鳞状细胞癌,病理学,单选,十门联考,B,乳头状癌光镜下乳头间质内常见呈同心圆状的钙化小体，叫砂粒体。
70220,透明血栓多见于,大动脉,小动脉,微循环小血管内,小静脉,大静脉,病理学,单选,十门联考,C,透明血栓发生于微循环的血管内，主要在毛细血管。
70221,疝囊壁的一部分为腹腔内容物时称为,嵌顿性疝,绞窄性疝,Littre疝,Richer疝,滑疝,病理学,单选,十门联考,E,原话：（难复性疝）少数病程较长的疝，因内容物标段进入疝囊时产生的下坠力量……以至盲肠等随之下移而成为疝囊壁的一部分，称为滑动疝。
70222,盆腔阑尾炎特有的临床症状是,恶心呕吐,麻痹性肠梗阻,排尿痛,便秘,发热,病理学,单选,十门联考,C,A、D、E常见，错；B项参考外科书P373叙述，常见；盆腔阑尾炎属于低位阑尾炎，可波及尿道，而尿道炎症可引起排尿痛（诊断学P46）。故选C.
70223,下列哪项不符合2型糖尿病,成年发病，起病较轻，发病缓慢,无抗胰岛细胞抗体,胰岛数目正常或轻度减少,血胰岛素水平明显降低,肥胖者多见,病理学,单选,十门联考,D,T2DM是由胰岛素抵抗引起，T1DM是因为胰岛β细胞破坏导致的胰岛素的绝对缺乏。
70224,关于细胞水肿下列叙述中哪项不正确,细胞膜受损钠泵功能障碍所致,胞质疏松并透明,胞核淡染或稍大,属于可恢复性病变,继续发展，可形成玻璃样变,病理学,单选,十门联考,E,细胞水肿属于可逆性损失，故D对；机制、病变详见书P15，故A、B、C都对；其极期称为气球样变，而引起玻变的原因是蛋白质蓄积。
70225,难以诊断的急性腹膜炎，最有价值的辅助检查是,白细胞计数分类,血尿淀粉酶,直肠指诊,腹部X线平片,腹腔穿刺,病理学,单选,十门联考,E,对于诊断不明者，可进行腹腔诊断性穿刺。
70226,引起患者猝死的肺动脉血栓栓塞是,较小栓子栓塞于肺动脉小分支,较小栓子栓塞于瘀血肺的动脉小分支,巨大的血栓栓子栓塞于肺动脉 主干,较小栓子反复栓塞于肺动脉小分支,较小栓子反复栓塞于瘀血肺的动脉小分支,病理学,单选,十门联考,C,猝死的机制，一般认为①肺A主干或大分支栓塞②神经反射和体液因素。（虽然小而多的栓子也能引起猝死，但笔者认为不是主因）
70227,不是急性弥漫性腹膜炎的主要非手术治疗方法,半卧位、禁、胃肠减压,补充热量和营养支持,纠正水、电解质紊乱,抗生素应用,积极止痛治疗,病理学,单选,十门联考,E,A-D均有叙述；未确诊病人暂不能使用止痛剂，以免遮盖病情，所以与E项积极止痛治疗叙述不符。
70228,Kaposi肉瘤病灶中的棕黄色来源于,胆色素,脂褐素,含铁血黄素,黑色素,组织坏死,病理学,单选,十门联考,C,多发性特发性出血性肉瘤，是一种血管增生性疾病，主要有梭形细胞、血管裂隙、含铁血黄素和红细胞组成。
70229,腹外疝易发生嵌顿的是,斜疝,直疝,股疝,脐疝,切口疝,病理学,单选,十门联考,C,因股环前后内侧三面均为韧带结构，不易延伸，所以股疝已发生绞窄
70230,关于严重肺淤血的叙述，下列哪项错误,肺泡腔内有水肿液,可见心力衰竭细胞,可发生漏出性出血,肺泡壁毛细血管扩张充血,肺泡腔内见有白细胞和纤维蛋白,病理学,单选,十门联考,E,急性肺淤血，肺泡壁Cap扩张出血，肺泡腔有水肿液、出血，故A、C、D对；慢性肺淤血还可见心衰细胞，故D对；并不渗出其他物质，E错
70231,对人体造成最严重后果的风湿病变发生在,脑,血管,心脏,肺,皮肤,病理学,单选,十门联考,C,风湿病病变主要累及全身结缔组织和血管，心脏是最常累及和病变最为严重的器官。
70232,不符合新月体性肾小球肾炎的描述是,病变严重，进展快，预后差,多数肾小球新月体形成,新月体由肾球囊壁层上皮和巨噬细胞构成,免疫荧光均见沿基底膜呈线性分布,基底膜变性断裂,病理学,单选,十门联考,D,此肾炎由于病因不同而分三型，1型由抗GBM抗体引起，故成线性荧光；2型、3型则分别为颗粒状荧光和阴性。故D叙述错误
70233,结核病的变态反应属于哪型,Ⅰ型,Ⅱ型, Ⅲ型, Ⅳ型, Ⅴ型,病理学,单选,十门联考,D,结核病为变态反应（4型）
70234,弥漫性硬化性肾小球肾炎的肾脏表现为,大红肾,颗粒性固缩肾,大白肾,蚤咬肾,大瘢痕性固缩肾,病理学,单选,十门联考,B,急性肾炎引起大红肾或蚤咬肾，故A、D排除；膜性肾病引起大白肾，故C排除；E未找到；慢性肾炎，双肾体积缩小，表面呈弥漫性细颗粒状，故B对
70235,关于浆液性炎症哪一项是错误的,皮肤2度烧伤时出现的水疱,结核性胸膜炎时的胸腔积液,风湿性心包炎时心包积液,高热时口唇附件出现的疱疹,慢性肝炎肝硬化时腹腔积液,病理学,单选,十门联考,E,腹腔积液为淡黄色透明的漏出液，并非炎症引起，故E错。其余答案详见P75
70236,最常见的栓子是,血栓栓子,空气栓子,细菌栓子,肿瘤栓子,羊水栓子,病理学,单选,十门联考,A,阻塞血管的异常物质称为栓子。最常见的为脱落的血栓或其节段，罕见的为脂肪滴、空气和肿瘤细胞团。
70237,不符合小叶性肺炎的是,由多种致病菌引起,常为其他疾病的合并症,病变呈灶状、小叶分布,病变为纤维素性炎,可导致支气管扩张,病理学,单选,十门联考,D,A-C符合书上叙述；支扩是多种疾病的继发症，包括小叶性肺炎，E对；病灶可见浆液、炎细胞等渗出，未见纤维素，大叶性肺炎才是纤维素性炎，D错。
70238,膜性肾病Ⅱ期典型的六胺银（PASM）特染的特点是,肾小球毛细血管壁出现多轨样,肾小球毛细血管壁出现双规样,肾小球毛细血管壁出现蜂窝样,肾小球毛细血管壁出现钉突样或梳突样,肾小球毛细血管壁出现均质性增厚,病理学,单选,十门联考,D,膜性肾炎，基膜与上皮之间的大量电子致密沉积物中间基膜样物质增多，形成钉状突起，增厚的基膜及与之垂直的钉突形如梳齿，故D对
70239,门脉性肝硬化的特点是,结节大小不等,结节大小相仿，纤维间隔薄而均匀,肝脏呈深绿色,纤维组织沿门静脉分支大量增生, 纤维间隔厚薄不均匀,病理学,单选,十门联考,B,门脉性肝硬化结节大小相仿，纤维间隔薄而均匀，与坏死后肝硬化相反，故A、E错，B对；胆汁性肝硬化肝脏呈深绿色，C错；纤维组织围绕假小叶，D错
70240,原位癌指,异型增生细胞累及上皮全层，侵破基膜,异型增生细胞累及上皮层的下1/3,上皮细胞异乎常态的增生, 异型增生细胞累及上皮层的下2/3,异型增生细胞累及上皮全层，未侵破基膜,病理学,单选,十门联考,E,见概念。
70241,主动脉粥样硬化可引起的致死性病变是,溃疡形成,夹层动脉瘤形成,血栓形成, 钙化灶形成,出血灶形成,病理学,单选,十门联考,B,主动脉粥样硬化因中膜萎缩及弹力板断裂使管腔变得薄弱，受血压作用易形成动脉瘤，动脉瘤破裂可致致命性大出血。
70242,小叶性肺炎一般不引起,肺肉质变,脓胸,脓毒败血症, 支气管扩张,肺脓肿,病理学,单选,十门联考,A,A肺肉质变为大叶性肺炎的并发症。小叶性肺炎并发症较常见的有呼吸功能不全、心力衰竭、脓毒血症、肺脓肿、脓胸、支气管扩张等。
70243,外阴尖锐湿疣较具特征的病变是,棘细胞层增生,凹空细胞,角化过度, 乳头状增生,基底细胞增生,病理学,单选,十门联考,B,尖锐湿疣乳头状上皮增生，鳞状上皮呈不全角化或角化过度，表皮浅层凹空细胞出现有助于诊断，凹空细胞是尖锐湿疣特征病变。
70244,肿瘤的分期主要依据,肿瘤的良恶性,肿瘤的大小和范围,肿瘤的异型性, 肿瘤的分化程度,肿瘤的多形性,病理学,单选,十门联考,B,肿瘤的“分期”是指恶性肿瘤的生长范围和播散程度。肿瘤体积越大，生长范围和播散程度越广，患者预后越差。
70245,下列哪种细胞是不稳定细胞,肝细胞,造血细胞,心肌细胞, 表皮细胞,淋巴细胞,病理学,多选,十门联考,BDE,BDE不稳定细胞又称持续分裂细胞，如表皮细胞、呼吸道和消化道黏膜上皮细胞、男性及女性生殖器官管腔的被覆细胞、淋巴及造血细胞、间皮细胞等。A肝细胞为稳定细胞。C心肌细胞为永久性细胞。
70246,良性高血压血压持续升高的主要因素是,小动脉壁纤维素样坏死,细小动脉壁玻璃样变,肌型动脉中膜增厚, 肌型动脉内膜增厚,中型动脉粥样硬化,病理学,单选,十门联考,B,细小动脉硬化是高血压病的主要病变特征。
70247,子宫颈癌常见的组织学类型是,鳞状细胞癌,小细胞癌,移行细胞癌, 高分化腺癌,透明细胞癌,病理学,单选,十门联考,A,A子宫颈鳞状细胞癌占90%。D腺癌较鳞癌少见。
70248,下列哪种器官最易发生脂肪变性,心脏,肺脏,肝脏,脾脏,肾脏,病理学,单选,十门联考,C,脂肪变多发生于肝细胞、心肌细胞、肾小管上皮细胞和骨骼肌细胞等。C肝细胞是脂肪代谢的重要场所，最常发生脂肪变。
70249,年轻女性，出现不明原因低热伴腹痛，要注意下列哪一种疾病,慢性胆囊炎,卵巢囊肿,肾囊肿,结核性腹膜炎,原发性肝癌,病理学,单选,十门联考,D,D结核性腹膜炎继发于肠结核病，青少年多见，临床表现为大量腹水、腹痛、腹胀、腹泻、结核中毒症状，低热提示有结核的可能。A慢性胆囊炎症状、体征不典型。多数表现为胆源性消化不良，厌油腻食物、上腹部闷胀、嗳气、胃部灼热等，与溃疡病或慢性阑尾炎近似，胆囊区可有轻度压痛或叩击痛；若胆囊积水，常能扪及圆形、光滑的囊性肿块。B卵巢囊肿可表现为腹部疼痛，腹部不适、腹胀，白带增多、呈黄色、有气味，月经失常，量过多、过少、经期延长等症状；待肿物增大后可产生压迫症状，如尿频、排尿困难、大便不畅等。C肾囊肿可引起腹痛及发现腹部包块、高血压等。E原发性肝癌常见的临床表现有肝区疼痛、腹胀、纳差、乏力、消瘦，进行性肝大或上腹部包块等。
70250,不符合结节性甲状腺肿的描述是,结节具有完整的包膜,结节不压迫周围甲状腺组织,常有纤维组织增生,常有出血、坏死,一般不伴有甲状腺功能异常,病理学,单选,十门联考,A,A结节性甲状腺肿结节多无完整包膜。B、C、D、E描述均正确。
70251,男性患者，53岁，咳嗽，咳痰带血，胸片纵膈阴影增宽，有占位性病变，支气管镜取材活检，见支气管粘膜鳞状上皮化生，部分细胞异型性明显，有间桥，并见病理性核分裂象。该患者的正确诊断是,腺癌,鳞状上皮化生，重度不典型增生,鳞状细胞癌,小细胞癌,大细胞癌,病理学,单选,十门联考,C,C异型行明显、鳞状上皮化生提示有鳞癌可能，且鳞状细胞癌高、中分化者可见细胞间桥。A腺癌癌细胞沿肺泡壁、肺泡管壁生长，肺泡间隔大多未被破坏，肺泡轮廓依然保留。D小细胞癌癌细胞小，梭形或燕麦形，称燕麦细胞癌。E大细胞癌癌组织常呈实性团块或片状，或弥漫分布。癌细胞体积大，核染色深，异型性明显。
70252,男性25岁，夜间突发呕血200ml，3小时后排黑便1次，约300ml，上消化道出血最可能疾病是,急性胃炎,慢性胃炎,消化性溃疡,胃癌,应激性溃疡,病理学,单选,十门联考,C,B慢性胃炎临床表现为消化不良，胃胀，胃痛，上腹部不适等。C消化性溃疡并发症有出血，患者大便潜血，黑便，大血管破裂可出现呕血。D胃癌早期症状不明显，逐步出现上腹部不适、疼痛、呕血、便血、消瘦、贫血等症状。
70253,癌肉瘤是,即有癌又有肉瘤的肿瘤,腺上皮发生的恶性肿瘤,黑色素细胞发生的恶性肿瘤,间叶组织发生的恶性肿瘤,鳞状上皮发生的恶性肿瘤,病理学,单选,十门联考,A,具有癌和肉瘤两种成分的恶性肿瘤，称为癌肉瘤。
70254,成年男性患者，临床表现为肾病综合征，血液检查：血清补体降低，肾活检光镜改变最大可能是,肾小球无明显改变,肾小球毛细血管壁明显增厚,增生的系膜组织向周围毛细血管延伸,毛细血管内皮细胞和系膜细胞增生,肾小球内大量新月体形成,病理学,单选,十门联考,B,肾病综合征镜下肾小球毛细血管壁弥漫性增厚。D急性弥漫性增生性肾小球肾炎病变特点是弥漫性毛细血管内皮细胞和系膜细胞增生。E急进性肾小球肾炎壁层上皮细胞增生，新月体形成。
70255,一患儿，腹部强烈疼痛，伴恶心，呕吐，以急腹症入院，手术中肠套叠，肠管暗红，表面无光泽，该处可见纤维素样物附着，该肠管可能发生那种病变,静脉淤血,动脉充血,肠管梗死,急性肠炎,肠管化脓,病理学,单选,十门联考,C,C肠出血性梗死多见于肠套叠、肠扭转、肠梗死灶呈节段性暗红色，肠浆膜面可有纤维素性脓性渗出物被覆。A静脉淤血局部皮肤呈紫蓝色，体表温度下降。B动脉充血颜色鲜红。
70256,男性，60岁，两天前上腹部持续性胀痛，12小时候右下腹痛，阵发加剧，腹胀。查体：T  38.0度，脉搏120次/分，血压150/90mmHg。腹部饱满，满腹有压痛，右下腹最明显，伴肌卫，移动性浊音（一），肠鸣音弱。实验室检查:WBC 15×10＊9/L。该患者目前诊断考虑为  ,急性胃肠炎,急性胰腺炎,急性坏疽性阑尾炎伴穿孔,上消化道穿孔,急性肠梗阻,病理学,单选,十门联考,C,C右下腹痛提示有阑尾炎可能。急性坏疽性阑尾炎阑尾因内腔阻塞、积脓、腔内压力增高，均可引起阑尾壁血液循环障碍，以致阑尾壁发生坏死，常导致穿孔，引起弥漫性腹膜炎或阑尾周围脓肿。
70257,一患者曾患游走性四肢大关节炎数年，近半年来心悸、气短，口唇发绀，近一月双下肢水肿，查体颈静脉怒张，肝大，右肋缘下3cm，二尖瓣听诊区可闻及双期杂音。本患者正确诊断应为,风湿性心瓣膜病二尖瓣狭窄,二尖瓣关闭不全,二尖瓣狭窄和关闭不全,二尖瓣狭窄和关闭不全合并全心衰,心力衰竭,病理学,单选,十门联考,D,D二尖瓣狭窄临床出现呼吸困难、发绀，临床表现为颈静脉怒张，肝淤血肿大，下肢水肿等心力衰竭症状，听诊心尖区可闻及舒张期隆隆样杂音。二尖瓣关闭不全，心尖区全收缩期吹风样杂音。
70258,肝穿刺活检，镜下见肝细胞弥漫性疏松化，气球样变，点状坏死及嗜酸小体形成。病理诊断是,急性普通型肝炎,急性重症肝炎,亚急性重症肝炎,轻度慢性肝炎,重度慢性肝炎,病理学,单选,十门联考,A,A急性普通型肝炎肝细胞变性，胞质疏松，气球样变，点状坏死。B急性重症肝炎肝细胞弥漫性大片坏死。C亚急性重型肝炎肝细胞大片坏死。D轻度慢性肝炎肝细胞点状坏死，轻度碎片状坏死，周围少量纤维组织增生。E重度慢性肝炎肝细胞重度碎片状坏死，广泛桥接坏死。
70259,男，40岁，主诉大便次数增多、变形。并有粘液血便、消瘦、贫血。直肠粘膜检查见较深溃疡，边缘呈围堤状隆起，边缘清楚，最佳诊断为,肠伤寒,肠阿米巴,溃疡性肠癌,肠结核,急性细菌性痢疾,病理学,单选,十门联考,C,A肠伤寒脑回样隆起，溃疡深，边缘隆起。B肠阿米巴点状坏死或浅溃疡，烧瓶状溃疡。C溃疡性肠癌肿瘤表面形成较深溃疡或呈火山口状，且患者消瘦。D肠结核溃疡边缘参差不齐，一般较浅。E急性细菌性痢疾“地图状”溃疡，较浅表。
70260,恶性肿瘤最本质的表现是,浸润性生长,生长迅速,出现转移,异型性明显,有出血坏死,病理学,单选,十门联考,C,C扩散、转移是恶性肿瘤最重要的生物学特点。D异型性是区别良恶性肿瘤的重要指标。题干所问为恶性肿瘤的最本质表现，因注意区别。
70261,"男性，腹膜炎手术后6天，体温升至38°C,伴有腹泻，里急后重，患者最可能是",细菌性痢疾,急性胃肠炎,便常规,盆腔脓肿,膈下脓肿,病理学,单选,十门联考,D,阑尾穿孔手术后，出现体温升高、典型的直肠或膀胱刺激症状，里急后重、大便频而量少等症状应想到盆腔脓肿的可能。
70262,患者，成年女性，半年前发现左乳外上象限有一无痛性肿块，近期生长快，直径约5cm。术后病理检查：肿物色灰白，质脆，界限不清。镜下瘤细胞排列成实性团片状，瘤细胞量与间质量大致相等瘤细胞异型性明显，呈浸润式生长。病理诊断为,恶性淋巴瘤,乳腺粉刺癌,乳腺硬癌,乳腺不典型髓样癌,乳腺单纯癌,病理学,单选,十门联考,E,"乳腺单纯癌；介于硬癌与髓样癌之间,即癌实质与纤维间质成分比例近似.癌细胞主要形成不规则的实性条束或小染,也可有腺样结构."
70263,细菌进入血中大量繁殖，引起全身中毒症状。称之为,毒血症,病毒血症,菌血症,败血症,脓毒败血症,病理学,单选,十门联考,D,败血症：细菌进入血中大量繁殖，引起全身中毒症状；毒血症：细菌毒性产物或毒素入血；病毒血症：病毒进入人体后，首先进入血液引起病毒血症；菌血症：细菌入血，但全身无中毒症状；脓毒败血症：化脓菌所引起的败血症进一步发展而成
70264,一名患者做钡餐剂胃透检查，见胃壁僵硬胃腔变小，粘膜皱襞大部消失。应诊断为,浅表扩散性胃癌,弥漫浸润型胃癌,局限浸润型胃癌,溃疡型胃癌,隆起型胃癌,病理学,单选,十门联考,B,弥散浸润型胃癌：胃壁僵硬胃腔缩小，粘膜皱襞大部分消失-革囊胃
70265,有一名长期吸烟的患者，经常咳嗽，现以肺部感染入院，做痰涂片检查，发现脱落的气管粘膜上皮中有鳞状上皮，但细胞无明显异型性，此现象为,气管粘膜上皮鳞状化生,痰中混有食管上皮,痰中混有口腔上皮,气管粘膜上皮不典型增生,气管粘膜上皮间变,病理学,单选,十门联考,A,支气管炎主要病变之一为气管粘膜上皮鳞状化生（无明显异型性排除癌变）
70266,有一名妇女，产后阴道流血，检查发现宫腔内有一肿块，取出标本呈灰白和暗红相间，镜下有两种细胞形态，一种为多核细胞，核深染，另一种为大圆形细胞，而且保质丰富，核大明亮，有大片出血坏死。此瘤可诊断为,子宫内膜腺癌,恶性葡萄胎,绒毛膜上皮癌,癌肉瘤,平滑肌肉瘤,病理学,单选,十门联考,C,绒毛膜上皮癌：癌组织由似细胞滋养层（核大明亮，胞质丰富）和似合体细胞滋养层（多核，核深染）两种瘤细胞组成，细胞异型性明显，核分裂象易见
70267,患者、女性、52岁、阴道不规则出血，阴道镜检查子宫颈有菜花样肿物，表面出血坏死，最可能的诊断是,宫颈糜烂,宫颈息肉,宫颈癌,宫颈囊肿,宫颈肥大,病理学,单选,十门联考,C,子宫颈浸润癌按肉眼观分为糜烂型，外生菜花型，内生浸润型，溃疡型四型，外生菜花型表面常有坏死出血
70268,患者、女性，43岁，一次体检彩超发现甲状腺有3个结节，最大的结节直径约1.3cm×1.5cm与周围组织无粘连、无疼痛，无咳嗽。无吞咽困难。血清T3和T4值正常，血清甲状腺球蛋白（Tg）水平增高。术后病理诊断可能是,亚急性甲状腺炎,慢性甲状腺炎,结节性甲状腺肿,毒性甲状腺肿,急性甲状腺炎,病理学,单选,十门联考,C,弥漫性非毒性甲状腺肿：由于缺碘导致的TSH增多，甲状腺滤泡上皮增生，滤泡胶质堆积而至甲状腺肿大，一般不伴有甲亢。可分为三个时期；增生期，胶质贮积期和结节期
70269,"女性，23岁，因急性腹痛4天伴发热就诊，考虑急性阑尾炎，已于外院抗生素治疗1天，现腹痛减轻，正常饮食，无恶心、呕吐，体温正常，查体于右下腹触及压痛，无腹肌紧张，未及包块，白细胞12×10＊9/L,目前的处理原则是",立即手术,抗生素治疗后急诊手术,抗生素治疗，继续观察,不需用药，单纯观察,禁食禁饮,病理学,单选,十门联考,C,抗生素的使用有一定周期，不可因见效就立即停药
70270,"女，68岁尸检见心脏重400g，左心室厚1.0cm,左心室壁厚0.7cm,左心房及左心室明显扩张，心肌增厚，肺动脉圆锥膨隆。心肌未见瘢痕及坏死。患者生前最可能患的疾病为",心肌梗死,肺心病,风湿性心脏病,高血压心脏病,冠心病,病理学,单选,十门联考,B,肺心病：心室壁肥厚，心室腔扩张，肺动脉圆锥膨隆；风湿性心脏病：心肌间质水肿，可见Aschoff小体；高血压心脏病：左心室肥大，心腔不扩张而是相对缩小-向心性肥大；冠心病：临床表现有心绞痛，心肌梗死，心肌纤维化，冠状动脉性猝死...
70271,一位血吸虫肝硬化患者，无黄疸，也无蜘蛛痣，肝肋缘1cm，质硬，表面无明显结节，脾大，下缘平脐、质硬，经常有鼻出血及牙龈皮肤粘膜出血。出血的机制是,凝血因子VII合成减少,纤维蛋白原减少,凝血因子X减少,脾功亢进破坏血小板,凝血酶原减少,病理学,单选,十门联考,D,据题可知肝无明显病变，而脾脏严重肿大，脾功能亢进破坏血小板，引起出血
70272,一名老年男性患者，尸检见肺组织内有同心圆排列的玻璃样变的胶原纤维，类上皮细胞、多核巨细胞及淋巴细胞构成的结节，该患者最后诊断为,肺结核,硅沉着病,肺纤维化,硅沉着病结合病,空,病理学,单选,十门联考,E,硅沉着性结核病，硅肺病灶和结核病灶同时存在，硅结节（同心圆排列的玻璃样变的胶原纤维），结核结节（类上皮细胞...)
70273,女性童尸，尸体见双肺重量增加，充血，密布灰白色栗粒大小结节，微隆起于切面，病理诊断是,间质性肺炎,麻疹性肺炎,栗粒性肺结核,小叶性肺炎,葡萄球菌性肺炎,病理学,单选,十门联考,C,童尸，双肺质量增加，灰白色粟粒大小结节-粟粒性肺结核
70274,男性，25岁，转移性右下腹疼痛48小时。全腹压痛，反跳痛24小时，应先考虑, 纠正水，电解质紊乱,输液,抗感染,急诊手术,禁食禁水，胃肠减压,病理学,单选,十门联考,D,根据描述考虑为急性阑尾炎，应进行急症手术
70275,中年女性，一年前有流产史，现在阴道流血不止，严重贫血外观子宫体积增大，近来咳嗽，咯血，最可能的诊断是,肺癌,肺结核,子宫绒毛膜癌,葡萄胎,子宫内膜癌,病理学,单选,十门联考,C,绒毛膜癌临床主要表现为阴道不规则流血，子宫增大；其侵袭破坏血管能力很强，极易经血道转移至肺，引起咳嗽或咯血
70276,患者，女性，五十六岁，患高血压病，冠心病，死于急性心肌梗死，尸检发现两肾大小不等，右侧肾稍大，表面光滑，切面皮髓质分界清楚，左肾明显缩小，表面高低不平，有不规则的凹陷性瘢痕，切面皮髓质分界不清，有的肾乳头萎缩，肾盂变性，粘膜粗糙，此肾病变属于何种疾病,高血压固缩肾,动脉粥样硬化性固缩肾,动脉栓塞后肾硬化,慢性肾盂肾炎,左肾先天发育不全,病理学,单选,十门联考,D,慢性肾盂肾炎：双侧肾脏不对称性改变，体积缩小，出现不规则瘢痕，肾乳头萎缩，肾盂变性；高血压固缩肾：对称性缩小，质地变硬，表面凹凸不平，颗粒状；动脉粥样硬化性固缩肾/动脉栓塞后肾硬化：肾实质萎缩和间质纤维增生，也可致肾组织梗死，梗死灶机化后遗留较大凹陷瘢痕，使肾变小。
70277,男性 三十六岁，”急性化脓性阑尾炎“行阑尾切除术后第一天，诉胸闷心慌，烦躁不安，伴腹痛胸胀，心率120次/分，血压90/55mmHg，全腹压痛，肠鸣音弱，考虑术后腹腔出血可能，最便捷的诊断手段是,腹腔穿刺,B超,CT,MRI,立位腹部平片,病理学,单选,十门联考,A,诊断性腹腔穿刺阳性率可达90%以上，对于判断腹腔内脏有无损伤和哪类脏器损伤有很大帮助。
70278,判断体腔积液是渗出液还是漏出液的最主要依据是, 积液数量的多少,积液的颜色,纤维蛋白含量的多少,积液的成分,有无静脉回流受阻,病理学,单选,十门联考,D,考察渗出液和漏出液的区别
70279,病理检查有一小儿肺脏切面时，两肺各叶均有大小不等的实变病灶，而且下叶为重，呈灰白色或呈灰黄色，病灶边界不清，其病变应属于何种疾病,大叶性肺炎,不典型肺炎,小叶性肺炎,干酪样肺炎,病毒性肺炎,病理学,单选,十门联考,C,比较大叶性肺炎和小叶性肺炎的区别；肉眼观-大叶性肺炎：肺泡内弥漫性纤维素渗出为主的炎症，累及肺大叶的全部或者大部。小叶性肺炎：散在灰黄质实，下叶和背侧多见，病灶大小不一，形状不规则。
70280,女性，19岁，鼻前庭生一疖，局部红肿加剧，次日高热，头痛，急诊入院，血培养金黄色葡萄球菌阳性，经治疗无效一周后死亡。尸检发现，肺，肾多处脓肿。本患者死因为, 脓毒血症,毒血症,菌血症,败血症,死因不明,病理学,单选,十门联考,A,金黄色葡萄球菌为化脓菌，除了产生败血症的表现外，还可在全身各脏器出现脓肿
70281,患者 男性，55岁，近段时间里，时常出现上腹不适或隐痛，胀痛，就诊前突发持续剧烈腹痛，不能平卧，伴有恶心，呕吐。检查发现巩膜黄染，血中淀粉酶增高，高度疑如下何种疾病,急性腹膜炎,十二指肠溃疡穿孔,胃癌,肝癌,胰头癌,病理学,单选,十门联考,E,“巩膜黄染，血中淀粉酶增高”推断为E
